locus	sex	_sex	log2fluor	Foldx	scaffold	start location
FBtr0170029	male	female	-0.7819	0.581600333	6496	8158915
FBtr0170031	male	female	-0.668	0.629378587	6496	8150808
FBtr0170032	male	female	0.792	1.731473131	6496	8123930
FBtr0170035	male	female	1.9007	3.733943247	6496	8023901
FBtr0170036	male	female	1.063	2.089271526	6496	7969022
FBtr0170040	male	female	0.9229	1.89592251	6496	7919740
FBtr0170042	male	female	-1.5691	0.337018572	6496	7910550
FBtr0170043	male	female	2.2959	4.910602347	6496	7814513
FBtr0170045	male	female	1.0827	2.117996199	6496	7762458
FBtr0170046	male	female	3.1953	9.159697792	6496	7758048
FBtr0170052	male	female	0.6618	1.582055268	6496	7681144
FBtr0170053	male	female	-2.2145	0.2154612	6496	7675390
FBtr0170055	male	female	5.8546	57.86423457	6496	7606529
FBtr0170057	male	female	-0.9394	0.5214497	6496	7484520
FBtr0170058	male	female	-0.6715	0.627853555	6496	7484034
FBtr0170060	male	female	-0.6798	0.624251808	6496	7435508
FBtr0170062	male	female	-0.7898	0.578424273	6496	7273230
FBtr0170063	male	female	-1.0612	0.479233279	6496	7327637
FBtr0170064	male	female	-1.6773	0.312667246	6496	7256355
FBtr0170065	male	female	-1.3121	0.402734229	6496	7248305
FBtr0170067	male	female	2.8136	7.030366985	6496	7234419
FBtr0170069	male	female	4.6677	25.41661502	6496	7134290
FBtr0170070	male	female	0.9786	1.970552245	6496	7118327
FBtr0170071	male	female	5.9224	60.64849752	6496	7114363
FBtr0170073	male	female	-0.8563	0.552367369	6496	7034709
FBtr0170075	male	female	-0.896	0.537374586	6496	7023151
FBtr0170077	male	female	-1.7861	0.289954815	6496	7010266
FBtr0170078	male	female	-0.9627	0.513095757	6496	6999858
FBtr0170079	male	female	-1.0107	0.49630538	6496	6915576
FBtr0170083	male	female	-0.7386	0.599320655	6496	6868249
FBtr0170084	male	female	1.4688	2.767915691	6496	6856827
FBtr0170086	male	female	0.9092	1.878003823	6496	6850890
FBtr0170090	male	female	-1.0479	0.483671689	6496	6678676
FBtr0170091	male	female	1.5301	2.888058569	6496	6674816
FBtr0170092	male	female	0.7202	1.647410398	6496	6621931
FBtr0170093	male	female	0.9504	1.932408361	6496	6583875
FBtr0170095	male	female	0.9434	1.923054967	6496	6545408
FBtr0170096	male	female	4.9638	31.20704825	6496	6525427
FBtr0170101	male	female	-0.6225	0.649544377	6496	6408512
FBtr0170105	male	female	0.8255	1.772149112	6496	6371164
FBtr0170106	male	female	-1.0178	0.493868891	6496	6359634
FBtr0170107	male	female	-0.8414	0.558101721	6496	6351167
FBtr0170109	male	female	2.4891	5.614276043	6496	6263735
FBtr0170110	male	female	-1.5762	0.335364062	6496	6258477
FBtr0170112	male	female	-1.3949	0.380271046	6496	6216921
FBtr0170115	male	female	0.6573	1.577128269	6496	6192857
FBtr0170116	male	female	1.2179	2.326078846	6496	6192250
FBtr0170118	male	female	-1.1558	0.44881724	6496	6067185
FBtr0170119	male	female	-1.2071	0.433138404	6496	6062133
FBtr0170122	male	female	-0.6252	0.648329893	6496	5937518
FBtr0170123	male	female	1.7434	3.348233169	6496	5935708
FBtr0170125	male	female	-1.4704	0.360882227	6496	5930868
FBtr0170127	male	female	2.0469	4.132171121	6496	5924846
FBtr0170129	male	female	-0.6646	0.630863593	6496	5910820
FBtr0170132	male	female	0.6243	1.541462722	6496	5798525
FBtr0170135	male	female	0.6834	1.605919971	6496	5784596
FBtr0170136	male	female	-0.6784	0.62485788	6496	5739722
FBtr0170137	male	female	-0.8024	0.573394511	6496	5737435
FBtr0170138	male	female	-0.6666	0.629989636	6496	5733449
FBtr0170139	male	female	-0.6806	0.623905745	6496	5725833
FBtr0170144	male	female	-0.6076	0.656287564	6496	5664907
FBtr0170146	male	female	-1.3252	0.399093863	6496	5588841
FBtr0170147	male	female	0.6565	1.576253965	6496	5557843
FBtr0170148	male	female	-2.2286	0.213365674	6496	5551433
FBtr0170150	male	female	2.4127	5.324699098	6496	5525165
FBtr0170153	male	female	0.6411	1.559517779	6496	5495369
FBtr0170161	male	female	0.8488	1.80100227	6496	5395815
FBtr0170164	male	female	2.8775	7.348755742	6496	5351559
FBtr0170165	male	female	2.8082	7.004101545	6496	5346721
FBtr0170166	male	female	-2.2	0.217637641	6496	5327126
FBtr0170167	male	female	-0.7069	0.612635129	6496	5299920
FBtr0170168	male	female	2.3717	5.17550629	6496	5293420
FBtr0170170	male	female	0.6092	1.525413106	6496	5168929
FBtr0170172	male	female	3.833	14.25108641	6496	5152777
FBtr0170173	male	female	3.4704	11.08394844	6496	5150262
FBtr0170174	male	female	2.58	5.979396995	6496	5144950
FBtr0170175	male	female	-1.0323	0.488930056	6496	5133667
FBtr0170178	male	female	-2.4913	0.177845947	6496	5121924
FBtr0170181	male	female	-0.6021	0.65879431	6496	5108145
FBtr0170182	male	female	-0.9224	0.527630548	6496	5105155
FBtr0170184	male	female	-0.6715	0.627853555	6496	5050642
FBtr0170187	male	female	-0.8992	0.536183972	6496	5013079
FBtr0170189	male	female	0.6703	1.591403856	6496	5005906
FBtr0170191	male	female	0.7151	1.641597001	6496	5000466
FBtr0170193	male	female	1.1022	2.146818164	6496	4998616
FBtr0170195	male	female	-0.8756	0.545027149	6496	4983156
FBtr0170198	male	female	0.5889	1.504099492	6496	4969204
FBtr0170199	male	female	0.9203	1.892508789	6496	4966236
FBtr0170201	male	female	0.7808	1.718083316	6496	4960764
FBtr0170206	male	female	1.0814	2.11608855	6496	4940978
FBtr0170208	male	female	2.7496	6.725306413	6496	4925993
FBtr0170215	male	female	3.5105	11.39635055	6496	4801372
FBtr0170216	male	female	2.6801	6.409003244	6496	4798976
FBtr0170217	male	female	1.1815	2.268124761	6496	4797025
FBtr0170218	male	female	3.4689	11.07243022	6496	4794857
FBtr0170223	male	female	-2.9737	0.127299618	6496	4696402
FBtr0170224	male	female	-2.9537	0.129076655	6496	4671762
FBtr0170227	male	female	-0.6457	0.639182582	6496	4648426
FBtr0170230	male	female	-3.4901	0.088996968	6496	4504794
FBtr0170231	male	female	-1.2178	0.429937841	6496	4503805
FBtr0170234	male	female	-1.3806	0.384059036	6496	4487169
FBtr0170237	male	female	-2.0607	0.239699699	6496	4483640
FBtr0170238	male	female	-0.8973	0.536890581	6496	4480396
FBtr0170244	male	female	1.0161	2.022444342	6496	4372361
FBtr0170247	male	female	1.1396	2.203199291	6496	4306716
FBtr0170248	male	female	-1.1784	0.441841244	6496	4299288
FBtr0170250	male	female	-1.2269	0.427234483	6496	4282555
FBtr0170252	male	female	0.6987	1.623041625	6496	4266196
FBtr0170253	male	female	2.955	7.754318535	6496	4262112
FBtr0170254	male	female	-0.9493	0.51788368	6496	4257393
FBtr0170255	male	female	-0.804	0.572758949	6496	4251731
FBtr0170258	male	female	-0.6462	0.638961097	6496	4250616
FBtr0170260	male	female	-0.8986	0.536407011	6496	4216582
FBtr0170261	male	female	0.9806	1.973285905	6496	4140636
FBtr0170263	male	female	0.7696	1.704797048	6496	4096127
FBtr0170264	male	female	-1.6137	0.326759254	6496	4091851
FBtr0170265	male	female	-1.7071	0.306275103	6496	4089480
FBtr0170266	male	female	3.1361	8.791443096	6496	4086864
FBtr0170267	male	female	2.9876	7.931534453	6496	4086196
FBtr0170271	male	female	3.2043	9.217017564	6496	4052705
FBtr0170274	male	female	0.6401	1.558437178	6496	3993201
FBtr0170276	male	female	-1.7125	0.30513086	6496	3984695
FBtr0170278	male	female	0.6634	1.583810796	6496	3964576
FBtr0170282	male	female	1.4259	2.686820609	6496	3850047
FBtr0170283	male	female	-1.2345	0.424989764	6496	3842236
FBtr0170284	male	female	0.9946	1.992528003	6496	3834880
FBtr0170287	male	female	-1.4289	0.371413974	6496	3812899
FBtr0170288	male	female	3.8844	14.76797387	6496	3802303
FBtr0170289	male	female	0.6933	1.616977944	6496	3801130
FBtr0170292	male	female	0.7157	1.642279863	6496	3704264
FBtr0170293	male	female	-1.7248	0.30254046	6496	3601765
FBtr0170294	male	female	0.8604	1.815541616	6496	3583334
FBtr0170296	male	female	1.0341	2.047835741	6496	3567474
FBtr0170297	male	female	3.8493	14.41301247	6496	3564066
FBtr0170298	male	female	3.4102	10.63096017	6496	3563026
FBtr0170300	male	female	-1.3138	0.402259947	6496	3556438
FBtr0170302	male	female	-1.07	0.476318999	6496	3532038
FBtr0170303	male	female	0.6413	1.559733989	6496	3527767
FBtr0170304	male	female	-0.7142	0.609543041	6496	3523757
FBtr0170308	male	female	0.6624	1.582713363	6496	3432892
FBtr0170309	male	female	-1.3153	0.401841926	6496	3427369
FBtr0170311	male	female	-3.2291	0.10664587	6496	3409366
FBtr0170313	male	female	-1.5114	0.350770664	6496	3407100
FBtr0170317	male	female	1.0942	2.134946622	6496	3290410
FBtr0170319	male	female	-1.2533	0.419487579	6496	3264153
FBtr0170320	male	female	1.5532	2.934673492	6496	3258674
FBtr0170322	male	female	-2.0763	0.237121766	6496	3188849
FBtr0170326	male	female	0.6173	1.534001613	6496	2930296
FBtr0170327	male	female	2.0489	4.137903499	6496	2923274
FBtr0170328	male	female	0.6747	1.596264804	6496	2865534
FBtr0170329	male	female	-1.3451	0.393626703	6496	2826348
FBtr0170330	male	female	-1.0427	0.485418164	6496	2820978
FBtr0170332	male	female	-1.6678	0.314732922	6496	2685982
FBtr0170336	male	female	1.2679	2.408107839	6496	2631185
FBtr0170337	male	female	0.6389	1.557141446	6496	2569078
FBtr0170339	male	female	0.6662	1.58688766	6496	2522058
FBtr0170340	male	female	0.6784	1.60036391	6496	2404622
FBtr0170341	male	female	1.0572	2.080888986	6496	2398019
FBtr0170344	male	female	3.4994	11.30900424	6496	2391816
FBtr0170346	male	female	-2.1098	0.231679131	6496	2381789
FBtr0170347	male	female	3.7822	13.75801091	6496	2380399
FBtr0170348	male	female	-1.0986	0.466969426	6496	2373799
FBtr0170351	male	female	-1.8554	0.276356031	6496	2365744
FBtr0170352	male	female	-4.0946	0.058533242	6496	2361328
FBtr0170353	male	female	-1.0014	0.499515032	6496	2358080
FBtr0170355	male	female	-1.7833	0.290518109	6496	2335019
FBtr0170357	male	female	0.7081	1.633651214	6496	2298066
FBtr0170359	male	female	1.1993	2.296282277	6496	2276844
FBtr0170361	male	female	-1.0828	0.472111654	6496	2197225
FBtr0170363	male	female	3.4189	10.6952626	6496	2193391
FBtr0170364	male	female	2.1182	4.341519308	6496	2192500
FBtr0170365	male	female	-1.1303	0.456820722	6496	2190037
FBtr0170366	male	female	2.8798	7.360480755	6496	2188378
FBtr0170368	male	female	-1.3064	0.404328555	6496	2184525
FBtr0170369	male	female	-1.6184	0.325696473	6496	2179253
FBtr0170374	male	female	-0.6288	0.646714113	6496	2146303
FBtr0170376	male	female	-0.9183	0.529132156	6496	2131677
FBtr0170387	male	female	1.0168	2.023425876	6496	2094650
FBtr0170388	male	female	-1.0323	0.488930056	6496	2083159
FBtr0170390	male	female	-1.1381	0.454357563	6496	2077292
FBtr0170393	male	female	-2.6195	0.162724118	6496	2031928
FBtr0170394	male	female	-1.0949	0.468168574	6496	1901164
FBtr0170397	male	female	-0.9681	0.511178832	6496	1837005
FBtr0170398	male	female	-1.9117	0.26577918	6496	1829893
FBtr0170399	male	female	-1.9592	0.257171023	6496	1825989
FBtr0170402	male	female	-0.9654	0.512136397	6496	1779389
FBtr0170404	male	female	3.8418	14.33827935	6496	1745333
FBtr0170406	male	female	-1.1864	0.439397937	6496	1711231
FBtr0170409	male	female	1.1698	2.249805059	6496	1646733
FBtr0170412	male	female	-0.8411	0.558217787	6496	1619745
FBtr0170413	male	female	3.173	9.019203297	6496	1603503
FBtr0170414	male	female	-0.7093	0.611616825	6496	1600426
FBtr0170415	male	female	1.2925	2.449521577	6496	1599431
FBtr0170416	male	female	-1.1383	0.45429458	6496	1596069
FBtr0170419	male	female	-0.8695	0.54733651	6496	1557413
FBtr0170420	male	female	-0.7659	0.588086387	6496	1538849
FBtr0170421	male	female	-0.7024	0.614549021	6496	1513912
FBtr0170427	male	female	-0.7033	0.614165765	6496	1363255
FBtr0170429	male	female	3.4948	11.27300316	6496	1237020
FBtr0170431	male	female	-1.617	0.326012684	6496	1217992
FBtr0170434	male	female	4.6694	25.44658234	6496	1165957
FBtr0170439	male	female	-1.2433	0.422405346	6496	1075507
FBtr0170440	male	female	-1.0158	0.494554013	6496	1071145
FBtr0170442	male	female	-1.2313	0.425933468	6496	1057324
FBtr0170446	male	female	-1.2293	0.426524347	6496	938466
FBtr0170448	male	female	-0.6765	0.625681347	6496	879329
FBtr0170450	male	female	-2.2153	0.215341756	6496	862750
FBtr0170451	male	female	-0.8635	0.549617559	6496	809947
FBtr0170453	male	female	0.7292	1.657719602	6496	803750
FBtr0170454	male	female	-1.0479	0.483671689	6496	797945
FBtr0170461	male	female	-1.1548	0.449128445	6496	572718
FBtr0170465	male	female	-2.4707	0.180403596	6496	362984
FBtr0170467	male	female	-0.6534	0.635780203	6496	320778
FBtr0170468	male	female	-0.7047	0.613570064	6496	278596
FBtr0170469	male	female	-0.9118	0.531521517	6496	275742
FBtr0170470	male	female	1.5715	2.972135727	6496	270401
FBtr0170471	male	female	-0.9055	0.533847654	6496	257661
FBtr0170472	male	female	-2.2921	0.204178095	6496	252363
FBtr0170477	male	female	-0.9752	0.508669325	6496	216691
FBtr0170478	male	female	1.5645	2.957749763	6496	207803
FBtr0170481	male	female	0.882	1.842928372	6496	39141
FBtr0170485	male	female	3.5577	11.77536602	6496	173374
FBtr0170486	male	female	-1.2026	0.434491543	6496	214163
FBtr0170488	male	female	1.3473	2.544355042	6496	219416
FBtr0170489	male	female	-1.1645	0.446118846	6496	234853
FBtr0170492	male	female	-1.4054	0.377513463	6496	276748
FBtr0170495	male	female	-1.4146	0.375113737	6496	304720
FBtr0170496	male	female	2.6163	6.131754771	6496	344462
FBtr0170503	male	female	-0.7376	0.599736216	6496	585888
FBtr0170507	male	female	-2.0953	0.234019394	6496	676182
FBtr0170508	male	female	-0.8206	0.566206415	6496	679313
FBtr0170510	male	female	-3.6315	0.080688115	6496	759480
FBtr0170511	male	female	-0.9698	0.510576839	6496	778761
FBtr0170512	male	female	1.1679	2.246844061	6496	786483
FBtr0170513	male	female	-1.699	0.307999518	6496	795291
FBtr0170514	male	female	-1.9273	0.262920766	6496	799208
FBtr0170515	male	female	-0.7439	0.597122982	6496	807479
FBtr0170518	male	female	4.3063	19.78451782	6496	815401
FBtr0170519	male	female	3.3158	9.957613369	6496	816384
FBtr0170520	male	female	-0.687	0.621144141	6496	826439
FBtr0170521	male	female	-1.6158	0.326283966	6496	830444
FBtr0170522	male	female	-2.189	0.219303387	6496	837259
FBtr0170523	male	female	0.8341	1.782744558	6496	851887
FBtr0170525	male	female	-1.1061	0.464548136	6496	864800
FBtr0170526	male	female	-2.2254	0.213839459	6496	870614
FBtr0170528	male	female	-0.8928	0.538567844	6496	878304
FBtr0170529	male	female	-1.9831	0.252945767	6496	882161
FBtr0170531	male	female	-1.3988	0.379244457	6496	885862
FBtr0170542	male	female	-0.9677	0.51132058	6496	1047427
FBtr0170543	male	female	-1.1368	0.454767166	6496	1056720
FBtr0170545	male	female	2.0501	4.141346742	6496	1063761
FBtr0170547	male	female	-0.7716	0.585767477	6496	1074944
FBtr0170551	male	female	2.1069	4.307646911	6496	1169706
FBtr0170553	male	female	1.0842	2.120199468	6496	1232210
FBtr0170559	male	female	-0.7742	0.584712768	6496	1369322
FBtr0170562	male	female	-0.7096	0.611489656	6496	1371353
FBtr0170563	male	female	-0.6827	0.622998243	6496	1372423
FBtr0170564	male	female	-0.8079	0.571212716	6496	1373374
FBtr0170566	male	female	3.6659	12.69246169	6496	1444225
FBtr0170567	male	female	-0.8438	0.557174061	6496	1527227
FBtr0170570	male	female	-0.6802	0.624078753	6496	1563850
FBtr0170573	male	female	0.838	1.787570325	6496	1580442
FBtr0170575	male	female	-1.1232	0.459074436	6496	1597982
FBtr0170576	male	female	-1.3228	0.39975833	6496	1598428
FBtr0170577	male	female	-1.7846	0.290256444	6496	1601223
FBtr0170579	male	female	-1.9221	0.263870139	6496	1625512
FBtr0170580	male	female	-1.9928	0.251250783	6496	1637402
FBtr0170584	male	female	-1.1603	0.447419488	6496	1701753
FBtr0170585	male	female	-2.2766	0.206383566	6496	1705874
FBtr0170587	male	female	-1.1534	0.449564493	6496	1721710
FBtr0170592	male	female	-0.6347	0.644074732	6496	1802106
FBtr0170594	male	female	-0.6557	0.634767425	6496	1805013
FBtr0170595	male	female	-0.6678	0.629465843	6496	1809788
FBtr0170596	male	female	-2.0004	0.249930695	6496	1819744
FBtr0170597	male	female	-0.682	0.623300597	6496	1827999
FBtr0170598	male	female	1.8531	3.612756449	6496	1832731
FBtr0170599	male	female	-1.9512	0.258601043	6496	1833818
FBtr0170601	male	female	-1.0125	0.495686544	6496	1889502
FBtr0170602	male	female	-0.7652	0.588371797	6496	1912138
FBtr0170605	male	female	-0.6216	0.649949711	6496	1947439
FBtr0170611	male	female	0.6408	1.55919352	6496	2012996
FBtr0170616	male	female	-0.9733	0.509339673	6496	2085977
FBtr0170618	male	female	1.3377	2.527480567	6496	2093016
FBtr0170619	male	female	-0.6441	0.639891851	6496	2109311
FBtr0170624	male	female	-0.6612	0.632352102	6496	2127883
FBtr0170627	male	female	-0.6507	0.636971178	6496	2132511
FBtr0170631	male	female	-1.1595	0.447667658	6496	2177110
FBtr0170635	male	female	0.8918	1.85548971	6496	2199896
FBtr0170636	male	female	-1.364	0.388503634	6496	2202559
FBtr0170640	male	female	0.695	1.618884433	6496	2294587
FBtr0170641	male	female	0.6863	1.609151321	6496	2296446
FBtr0170642	male	female	-0.9361	0.522643822	6496	2300934
FBtr0170643	male	female	0.828	1.775222675	6496	2308507
FBtr0170644	male	female	0.7734	1.709293333	6496	2323670
FBtr0170645	male	female	-1.0634	0.478503041	6496	2336528
FBtr0170647	male	female	-1.5899	0.332194479	6496	2364246
FBtr0170649	male	female	-0.6598	0.632966039	6496	2371061
FBtr0170650	male	female	-1.0337	0.488455825	6496	2372798
FBtr0170651	male	female	0.9215	1.894083588	6496	2377684
FBtr0170652	male	female	-1.8085	0.285487602	6496	2387486
FBtr0170653	male	female	-1.7056	0.306593709	6496	2392952
FBtr0170660	male	female	-0.604	0.657927263	6496	2664712
FBtr0170661	male	female	-0.7304	0.602736777	6496	2679621
FBtr0170662	male	female	-0.975	0.508739846	6496	2692706
FBtr0170663	male	female	2.695	6.475537732	6496	2715528
FBtr0170664	male	female	-1.179	0.441657526	6496	2727483
FBtr0170665	male	female	-0.6792	0.624511481	6496	2768106
FBtr0170667	male	female	0.672	1.593280193	6496	2824739
FBtr0170669	male	female	-2.2111	0.215969576	6496	2830216
FBtr0170671	male	female	0.7574	1.690441394	6496	2902219
FBtr0170673	male	female	0.8189	1.764060451	6496	3022698
FBtr0170674	male	female	0.7735	1.709411816	6496	3037179
FBtr0170675	male	female	2.0803	4.228951457	6496	3116197
FBtr0170679	male	female	-2.2238	0.214076746	6496	3281661
FBtr0170684	male	female	-0.6976	0.616597096	6496	3399793
FBtr0170685	male	female	-1.3687	0.38724003	6496	3404437
FBtr0170686	male	female	-0.9609	0.513736328	6496	3412565
FBtr0170687	male	female	-1.6076	0.328143782	6496	3415512
FBtr0170689	male	female	-0.9163	0.529866198	6496	3425654
FBtr0170693	male	female	5.2862	39.02157217	6496	3503312
FBtr0170694	male	female	-1.2686	0.415062357	6496	3522551
FBtr0170695	male	female	-0.7765	0.583781339	6496	3524758
FBtr0170696	male	female	4.397	21.06827075	6496	3526036
FBtr0170697	male	female	-0.6225	0.649544377	6496	3533545
FBtr0170700	male	female	0.9942	1.991975634	6496	3554187
FBtr0170702	male	female	2.9377	7.661888335	6496	3587055
FBtr0170709	male	female	-1.5269	0.347022233	6496	3805967
FBtr0170712	male	female	-0.8482	0.555477353	6496	3839912
FBtr0170713	male	female	2.5318	5.782927439	6496	3844866
FBtr0170715	male	female	-1.0348	0.488083538	6496	3954858
FBtr0170716	male	female	-1.4475	0.366656241	6496	3965660
FBtr0170717	male	female	-1.5635	0.338329293	6496	3980831
FBtr0170718	male	female	0.6244	1.541569571	6496	3987398
FBtr0170721	male	female	-0.9216	0.52792321	6496	4000835
